Company Name,Membership Number,Member Status,Contact Person,Company Address,Factory Address,Phone,Fax,Email,Website,Products,Detail URL
S. M. Enterprise,1574,Active,"Mr. Sakhawat Hossain Rony , Proprietor","Rupayan Toweer, Level -5, Room# C5, Box Culvert Road, Nayapaltan, Dhaka.","Plot # A15, BSCIC I/E, Dhuliakhal, Hobigonj.","9343892 Fax : 9356857,",,smenterprisebd2017@gmail.c,,"Carton Box, Black Board, Neck Board, Photo Card, Poly Bag, Tissue Paper, PP, LDPE, Hanger, Gum Tape,PVC Box etc.",https://www.bgapmea.org/index.php/member/member_details/1205
Ratul Poly & Packaging Ltd.,1638,Active,"Muzahidul Islam , Director","321/5, Road No# 05, Baridhara DOHS, Dhaka","Durgapur, Ashulia Savar, Dhaka","8412870, Mob: 01819242484",8415183,shiplu@ratulgroup.com,,"Poly Bag, Hanger & Bobin",https://www.bgapmea.org/index.php/member/member_details/1268
Wendler Interlining Bangladesh Ltd.,2076,Active,"Junaer Alam Sonet, Financial Controller","Rampur, Gofakuri Bazar, Trishal, Mymensingh-2210","Rampur, Gofakuri Bazar, Trishal, Mymensingh-2210",01617077208,,junaer.sonet@wendlerinside.com,,Cotton Interlining,https://www.bgapmea.org/index.php/member/member_details/1733
W. H. Trims & Packaging Industries Ltd.,1491,Active,"Mizanur Rahman Chowdhury , Chairman","Vogra, Bhashan Sarak Bazar Gazipur.","Adapasha, Bashan Sarak, Gazipur Sadar, Gazipur","9292742-4, 01711568072",88-02-9292661,"mizanchowdhury@mimgroupbd.com, shameem@mimgroupbd.com",,"Carton, Poly Bag, Sewing Thread, Label, Printing, Twill Tape.",https://www.bgapmea.org/index.php/member/member_details/1125
Hope Packaging Ltd.,81,Active,"Enayet Uddin Md. Kaiser Khan, Managing Director","KundalBagh, Ashulia, Savar, Dhaka","KundalBagh, Ashulia, Savar, Dhaka",01711560978,9883648,"hope@soniagroup.com, kaiser@soniagroup.com",,"Corrugated Carton, Back Board, Neck Board, Tissue Paper, Printed Poly Bag.",https://www.bgapmea.org/index.php/member/member_details/297
Web Coats PLC.,1199,Active,"Md. Reza-E-Selim, Managing Director","Motaleb Mansion (3rd Floor) 2, R.K. Mission Road, Dhaka-1203","Lakirchar, Ruhitpur, Keraniginj, Dhaka-1313","7113932, 7110424, 9563601, 01711567762",9554104,"info@webcoats.com, ceo.resgroup@yahoo.com",www.webcoats.com,"Cast Courted Base Adhesive Paper, BOPP Base Adhesive Paper, Offset Paper base Adhesive Paper, Back Board, Neck Board, Carton, Tissue Paper.",https://www.bgapmea.org/index.php/member/member_details/847
EJ Paper and Packaging Pvt. Ltd.,1708,Active,"Md. Enayet Ullah , Managing Director","Erectors House, 18 (Central Avenue) Kamal Ataturk Avenue, Banani C/A, Dhaka, Bangladesh.","Jamirdia, masterbari, Valuka, Mymenshingh.","01712113738, 880 02 8836763",,enayetullah_nrg@nrggroup-bd.com,,Paper & Packaging,https://www.bgapmea.org/index.php/member/member_details/1339
Montrims Ltd.,584,Active,"Asadur Rahman Sikder, Director","79/A, Commercial Area (Hotel Le-Meridien), Level-05, Block-02, Airport Road, Nikunja-2, Dhaka-1229","Mouchak, Kaliakoir, Gazipur","8955000-2, 01711538873",8931432,"info@mondol.net, ranju@montrims.com, hr@montrims.com",www.montrims.com,"Corrugated Carton, Back Board, Neck Board, Tissue Paper, Hang Tag, Price Tag, photo in lay etc.",https://www.bgapmea.org/index.php/member/member_details/456
Bengal Labels & Accessories Industries Ltd.,1431,Active,"Md. Arif Hossain, Managing Director","21/A, Chanpara, Uttarkhan Uttara, Dhaka-1230","21/A Chanpara, Uttarkhan, Uttara, Dhaka-1230","88-02-48954904, 01713-003469",,"arif@bengalaccessoriesltd.com, johir.rmaccories@gmail.com,",,"Back Board, Neck Board, Photo in lay, Photo card, Photo box, Tissue Box, Carton, Hang Tag, Label, Barcode Label, Elastic Label etc.",https://www.bgapmea.org/index.php/member/member_details/1069
Dressdevice Industries Ltd.,1633,Active,"Mr.Maksudur Rabbi , Managing Director","House# 492/4 (5th Floor) Road #09 (West), Baridhara, DOHS Dhaka-1206","26, Milk Vita Road, Section#07, Mirpur, Dhaka.",01711568233,,rabbi@dressdevice.com,,"All Kind of Paper Printing, Ribon & Care Label Printing",https://www.bgapmea.org/index.php/member/member_details/1274
Karnaphuli Packaging Industry,1870,Active,"Mr. Mohammed Israk, Proprietor","Ayub Trade Center (3rd Floor), 1269/B, Sk. Mujib Road, Agrabad, Chattogram","Ward No. 1, Fatehabad, Hathazari-4335, Chattogram",01973720402,,commercialliberty@gmail.com,,"Poly Bag, Phot in lay, Hang Tag, Price Tag, Size Tag, Back Board, Neck Board, Tissue Paper, Paper Band, Barcode, Label, Plastic Hanger, Gum Tape, Twill Tape, Elastic, Drawstring etc.",https://www.bgapmea.org/index.php/member/member_details/1506
Rafia Printing & Packaging,393,Active,"Rawshan Ara, Proprietor","House-4/1, Avenue-3, Hazi Road, Block-C Section-2, Mirpur, Dhaka.","S.A Polt No :1203, Tongabari, Boro Ashulia, Savar, Dhaka.","9001835, 01711234517",,rafiagroup@yahoo.com,,"Poly Bag, Care Label, Hang Tag, Photocard, Back Board, Neck Board, Tissue Paper, Sewing Thread, Corrugated Carton.",https://www.bgapmea.org/index.php/member/member_details/609
Baridhara Packaging Ltd.,118,Active,"Enamul Haq, Managing Director","House # 33, Road # 03, Sector # 5, Uttara, Dhaka-1230","Baniar Chala (Member Bari), Vobanipur, Gazipur","02241091281-3, 01819218725, 01819223993",,atandragraphic@gmail.com,,"Corrugated Carton, Hang Tag, Price Tag, Back Board, Neck Board ctc.",https://www.bgapmea.org/index.php/member/member_details/96
Tania Packing Box & Accessories Ltd.,1487,Active,"Md. Fazlul Haque , Managing Director",25/2 Pallabi Mirpur-12 Dhaka-1216.,"Jaharchandra, Ashulia, Savar Dhaka.",620424,,aniapacking@gmail.com,,"Carton . Master Carton, Inner Carton, Ploy Bag, Gum Tape",https://www.bgapmea.org/index.php/member/member_details/1121
ZM Printing & Design Ltd.,1892,Active,"Md. Abdul Kader Zilani, Managing Director","House No. 30, Road No. 02, Block-B, Dharanggartek, Chowrasta, Turag, Dhaka-1230","House No. 30, Road No. 02, Block-B, Dharanggartek, Chowrasta, Turag, Dhaka-1230",01818724417,,"zmprinting02@gmail.com, zilani@zmprintingbd.com, info@zmprintingbd.com",www.zmprintingbd.com,"Screen Print, Sublimation Print, Rubber Patch",https://www.bgapmea.org/index.php/member/member_details/1529
Swadesh Packaging & Accessories Ltd.,1172,Active,"Md. Rashed Patwary, Managign Director","Kathgora, Uttorpara, Zirabo, Ashulia, Dhaka","Kathgora, Uttorpara, Zirabo, Ashulia, Dhaka","01316680440, 0161-4071440",,swadesh_spal@yahoo.com,,"Master Carton, Inner Carton, Back Board, Art Card, Tissue Paper, Sticker, Collar, Label.",https://www.bgapmea.org/index.php/member/member_details/773
Young Labels Ltd.,374,Active,"Shahid Md. Azizul Hoque, Director","Rangs Babylonia, 246 Bir Uttam Mir Shawkat Sarak, 9th floor, Unit-A, Tejgaon, Dhaka-1208","Sreepur, Ganakbari, Ashulia, Savar, Dhaka","8878079, 8878925-27, 09612997722-25",,"info@youngbd.com, yllcom@youngbd.com",www.youngbd.com,"All type of Tag, Woven Label, Printed Label, Back Board, Neck Board, Collar Insert, Butter fly, Barcode Sticker, Paper Box etc.",https://www.bgapmea.org/index.php/member/member_details/1412
Newsprint Packaging (Bangladesh) Ltd.,1016,Active,"Anil Alwis Weerakkody, Director","House # 06, Road-07, Block-B, 390 Dhour, P.O- Nishat Nagar, Turag, Dhaka-1230","House # 06, Road-07, Block-B, 390 Dhour, P.O- Nishat Nagar, Turag, Dhaka-1230","8981902-7, 01710 899283, 01612580258",,anil.weerakkody@newsprintgroup.com,www.newsprintgroup.com,"Label, Sticker, Hanger etc.",https://www.bgapmea.org/index.php/member/member_details/492
M. M. Multi Fibres Ltd.,1977,Active,"M A Haider Hussain, Managing Director","Khwaja Enayetpuri (R) Tower, 17, Bir Uttam K. M. Safiullah Road, Green Road, Dhaka-1205","Taltoli, Mirzapur Bazar, Gazipur Sadar, Gazipur",02223362611-4,,md@mmmultifiber.com,www.mmmultifiber.com,Elastic Fibres/Synthetic Fibres,https://www.bgapmea.org/index.php/member/member_details/1613
Jangsu Accessories Ltd.,1619,Active,"Md. Rafiqul Alam , Director","No-02, Kallyanpur, Main Road, Shelter Heritage, Flat No. 8/B, Mirpur, Dhaka-1207","Plot# 381-383, (2nd Floor) Block # B, Bashundhara Project, Gazirchat, Ashulia, Savar, Dhaka","01713082124, 01776120653",,rafiq_ult@yahoo.com,,Elastic & Band,https://www.bgapmea.org/index.php/member/member_details/1294
P4S Packaging & Accessories Ltd.,803,Active,"Moh. Lokman Hossain, Chairman","Block-B, Holding No. 50/01, Haidarabad, Pubail, Gazipur","Block-B, Holding No. 50/01, Haidarabad, Pubail, Gazipur","9293885, 01817141907",,"lokman.p4s@gmail.com, p4s.pack@gmail.com",,"Corrugated Carton, Back Board, Neck Board, Tissue Paper.",https://www.bgapmea.org/index.php/member/member_details/524
Britannia Label BD. Ltd.,1129,Active,"Jamil Ahmed, Managing Director","ADD Emerald Height, Flat # 1A, 1B & 1C, House # 18/3, Tallabagh, Sobhanbagh, Dhaka-1207","Jaigir, Dollah Bazar, Singair, Manikgonj, Bangladesh","+8809606 232323, Cell: 01713 010890",,"jamil.ahmed@britanniapackaging.com, farjana.akter@britanniapackaging.com,",www.britanniapackaging.com,"Back Board, Neck Board, Collar Bone, Bar Code, Hang Tag, Size Tag, Price Tag, Tissue Paper, Printed Label.",https://www.bgapmea.org/index.php/member/member_details/118
Wega Packaging & Accessories Ltd.,623,Active,"Md. Humayun Kabir Mamun, Managing Director","90, Sataish Road, Gazipura, Tongi, Gazipur","90, Sataish Road, Gazipura, Tongi, Gazipur","9811234, 01790231654",9813869,wega.packaging@gmail.com,,"Carton, Top & Bottom, Back Board, Neck Board, Tissue Paper, Collar Stand/Collar Insert, Butterfly etc.",https://www.bgapmea.org/index.php/member/member_details/848
Soil Packaging & Trims Ltd.,830,Active,"Md. Aslam Uddin Khan , Managing Director","107-108, Dhour Turag, Dhaka","107-108, Dhour Turag, Dhaka","Tel: 8931374, 01912488865 Cell: 01714094005, 01971449988, 01912488865",,soil_packaging@yahoo.com,,"Corrugated Carton, Back Board, Neck Board.",https://www.bgapmea.org/index.php/member/member_details/741
Environ Bangladesh Ltd.,1509,Active,"Mr. Alim Ahmed , Managing Director","Apt # A4, House # 113A, Gulshan-2, Dhaka","62/3 Neeler Para, Joydevpur, Gazipur, Dhaka.","02 55049696, 550499698 Cell : 01732661765",,"environbangladesh@gmail.com, info@environbangladesh.com",,Corrogated Carton,https://www.bgapmea.org/index.php/member/member_details/1144
Bright Accessories Industries Ltd.,1147,Active,"Wahed Faiz Md. Samunul Islam, Managing Director","138, Baijeed Bostami Road, Nasirabad Industrial Area, Chittagong-4210","138, Baijeed Bostami Road, Nasirabad Industrial Area, Chittagong-4210","031-2584632, 2584634, 01819-314184, 01818484451",031-2584634,"brightaccbd@gmail.com, info@brightaccbd.com",,"Printed Label, Offset Printing & Packaging, Heat Transfer, Label, Elastic, Gum Tape etc.",https://www.bgapmea.org/index.php/member/member_details/114
Masswell Packers Ltd.,365,Active,"Mohiuddin Md. Aworangazeb, Managing Director","Plot-38, BSCIC I/E (Ex.), Kalurghat Chandgaon, Chattogram","Plot # B-4, Ground Floor & First Floor (Part), Block-A, BSCIC I/E, Sholasahar, Baizid, Nasirabad, Chattogram","031-2581071, 01713162936",031-2581071,masswellpackers@yahoo.com,,"Corrugated Carton, Back Board, Neck Board, Printed Poly Bag.",https://www.bgapmea.org/index.php/member/member_details/421
Eco Via Ltd.,1839,Active,"Riasat Zaman, Chairman","Medona Tower (11th floor), 28 Mohakhali C/A, Bir Uttam AK Khandakar Sarok, Banani, Dhaka-1213","14, Fakir Bari Road, Pagar, Tongi, Gazipur","01987967206, 01931402996",,"rashik@ecovialtd.com, riasat@ecovialtd.com",www.ecovialtd.com,Garments Accessories,https://www.bgapmea.org/index.php/member/member_details/1477
Indigo Packaging & Accessories Ltd.,940,Active,"Md. Mazharul Islam (Dolan), Managing Director","Suite #601, (5th Floor), Mouchak Tower, 83/B, Siddeshwari Circular Road, Malibag Squire, Dhaka-1217.","South Baghapur, Post Office: Abdullahpur, South Keraniganj, Dhaka-1311","9339263, 01915705758, 019116789311",,"indigopackaging@yahoo.com, faruque_racy@yahoo.com, indigopackaging@yahoo.com",,"Corrugated Carton, Back Board, Neck Board, Tissue Paper.",https://www.bgapmea.org/index.php/member/member_details/311
Tex Trims & Packaging Ltd.,1642,Active,"Kajal Chandra Sarker , Director","Hose# 11, Road #09, Sector #06 Uttara, Dhaka","Shi-226/1, Jogitola, BRRI Road, Joydebpur, Gazipur.",01822922854,,fayzulesp@gmail.com,,"PVC Bag/Box, back Board/Neck Board, Interlining",https://www.bgapmea.org/index.php/member/member_details/1264
Fashion Belt & Bag Industries,1655,Active,"Md. Mahboob Kamal Shamsi , Partner","57/2, Flat No-3/A, Kakrail, Ramna, Dhaka.","212/1, Mugrakul, Tarabo Pauroshova, Rupgonj, Narayangonj.",48321551,,fashionbeltnbag44@gmail.com,,"Twill Tape, Interlining, Belt, Zipper, Cutting Etc.",https://www.bgapmea.org/index.php/member/member_details/1248
KDS Thread Ltd. (Unit-2),1671,Active,"Salim Rahman, Managing Director","House-63, Road-4, Block-C, Banani, Dhaka-1213","271, West Dogori, Mirzapur, Gazipur Sadar, Gazipur","9821665, 9821665, 9821667",9821682,accessories@kdsgroup.net,www.kdsaccessories.com,Sewing Thread,https://www.bgapmea.org/index.php/member/member_details/1312
Innertex Fabrics & Accessories,1960,Active,"Atanu Ray, Propprietor","27/7-27/8/1, Haki Bari, Goran Chatbari, Shah Ali Mirpur-1, Dhaka-1216","27/7-27/8/1, Haki Bari, Goran Chatbari, Shah Ali Mirpur-1, Dhaka-1216","01719116756, 01957445701",,innertex.fabrics15@gmail.com,,"Twill Tape, Drawstring, Elastic Cord, Elastic",https://www.bgapmea.org/index.php/member/member_details/1593
Kiron Rose Accessories Ltd.,1759,Active,"Md. Sajjat Hossain, Managing Director","House # 22, Road # 08, Sector # 06, Uttara, Dhaka","Mijmiji West Side (Madrasha Road), Siddirgonj, Narayanganj","01915424601, 01711701633, 01971701633",,"kiron@skpibd.com, sohel@skpibd.com",www.skpibd.com,"PP Bag, PE Bag, LDPE Bag, HDPE Bag, Carton Box, Back Board, NeckBoard, Tissue Paper, Hanger, Duplex Board, Auto Card, Sewing Thread Coning, Elastic, Drawstring, Twill Tape, Label etc.",https://www.bgapmea.org/index.php/member/member_details/1396
Mono Packaging Industries,24,Active,"A. K. M. A. Basher, Managing Partner","Rupayan Shopping Square, Flat No. F-8 (Level-8), Plot # C-2, Block-G, Umme Kulsum Road, Bashundhara R/A, Dhaka-1229","A/27, Imandipur, Savar, Dhaka","8802-8432800, 01711560033",8418102,"info@monobd.com, packaging@monobd.com",www.monogroupbd.com,"Corrugated Carton, Back Board, Neck Board, Tissue Paper, Printed Poly Bag, BOPP.",https://www.bgapmea.org/index.php/member/member_details/459
Alien Weaving Factory Ltd.,1102,Active,"Mr. Muhammad Sifur Rahman, Managing Director","House # 16, Road # 11, Sector # 01, Uttara, Dhaka","27, Kathaldia, Nishat nagor, Tongi, Gazipur.","9816826, Cell: 01921204264, 01911801492",,alien@alienbd.net,,"Various Twill Tape, Belt, Crochet Elastic.",https://www.bgapmea.org/index.php/member/member_details/43
Tag Packaging Ltd.,1657,Active,"Jamil Ahmed, Managing Director","ADD Emerald Height, Apt # 1A, 1B & 1C, House #18/3, Tollabagh, Sobhanbag, Dhaka-1207","Jaigir, Dollah Bazar, Singair, Manikgonj","+88 09606 232323, Cell: 01713 010890",,"jamil.ahmed@britanniapackaging.com, farjana.akter@britanniapackaging.com",,"Printed Labels, Custom Blank Labels, Custom Printed Packaging",https://www.bgapmea.org/index.php/member/member_details/1246
GS Trims Ltd.,1720,Active,"Kazi Belayet Hossain, Managing Director","1032/A (5th floor), East Monipur, Kathaltala, Mirpur-2, Dhaka","Durgapur, Zirabo, Ashulia, Savar, Dhaka",01710770195,,gstrimsltd@gmail.com,,"Corrugated Carton, Back Board, Neck Board, Poly Bag",https://www.bgapmea.org/index.php/member/member_details/1355
Sukhtara Packaging & Printing Ltd.,1649,Active,"Mr. Md. Shahidul Islam, Chairman","Road # 10, Avenue-02, House No-1272, Mirpur DOHS, Mirpur, Dhaka","Jhohur Chanda, Kuturia Ashulia, Savar, Dhaka",01670026478,,maksudpd@alanagroup.com.bd,,Different Types Carton,https://www.bgapmea.org/index.php/member/member_details/1255
Zest Packaging Ltd.,784,Active,"Md. Ahsan Habib, Chairman","Ahsania Supermarket, Vogra Bypass, Joydebpur, Gazipur","Nayapara, Mirzapur, Gazipur Sadar, Gazipur","9261986, 01713032295, 01711544772, 01713178520",,zestpackaging@gmail.com,,"Corrugated Carton, Back Board, Neck Board, Printed Poly Bag, BOPP Bag.",https://www.bgapmea.org/index.php/member/member_details/871
Makstring Industries Ltd.,1806,Active,"Md. Azizur Rahman, Managing Director","House # 18/1 (3rd floor), DIT Road, East Rampura, Dhaka-1219","House # 6, Block-B, Trimohoni, Nandipara, Khilgaon, Dhaka-1214","02-22228471, 01711588168",,"makaccessories@gmail.com, aziz@macaccessories.biz",www.makaccessories.biz,"Twill Tape, Drawstring, Elastic, Sewing Thread",https://www.bgapmea.org/index.php/member/member_details/1443
J C Printing & Packaging,1339,Active,"Mohammad Borhan Uddin , Managing Partner","House# 1/C, Road #07, Sector#07 Uttara, Dhaka","T.S.C Road, Telepara, Chandana, Gazipur Sadar, Gazipur","01755700068, 01713038616",,"commercial1@ncllbd.net, borhan@ncllbd.net",,"Carton, label, Back Board, Neck Board, Hang Tek.",https://www.bgapmea.org/index.php/member/member_details/974
MS Packaging & Accessories Ind.,1003,Active,"Mr. Samsuddin Azad, Managing Partner","Dhaladia, Srrepur, Gazipur","Dhaladia, Srrepur, Gazipur",,,,,"Back Board, Neck Board, Carton, Elastic, Twill Tape, Coning, Hanger.",https://www.bgapmea.org/index.php/member/member_details/464
Netrakona Accessories Ltd.,999,Active,"Ashaduzzaman, Managing Director","House# 287 (4th Floor), Road # 04, DOHS Baridhara, Dhaka-1206","Kewa Purba Khanda, Kewa Bazar, Sreepur, Gazipur-1740.",01713017430,8410518,"asad@netrakona-acc.com, info@netrakona-acc.com,",,"Woven Label, Printed Label, Sewing Thread, Hang Tag, Photo Inlay, Barcode Sticker, Price Tag, Lamination Foil Print, Tissue Paper, back Board, Neck Board, Elastic, Drawstring, Twill/Canvas Tape, Poly Bag, Carton, Gum Tape, Scotch Tape.",https://www.bgapmea.org/index.php/member/member_details/489
UAGM BD. Ltd.,1845,Active,"Jashim Uddin Gazi, Managing Director","B/240, Mijmiji South Para, Siddirgonj, Narayanganj","B/240, Mijmiji South Para, Siddirgonj, Narayanganj",01706314378,,"grammodhu@gmail.com, star_020877@yahoo.com",,"All kinds of Offset Printing, Photo Card, Photo Inlay, Back Board, Neck Board, All kinds of Sticker, Tags, Labels, PU patch, Artificial Leather Patch, Silicon Patch, Rubber Patch, Belt, Bag, Paper Box, PVC & Plastic Box, Carton, Hanger, Poly Bags.",https://www.bgapmea.org/index.php/member/member_details/1483
Novo Design Makers Ltd.,827,Active,"Mohammad Shahab Uddin, Managing Director","Keshovpur, Kadamrasul, Sunman Textile Road, Sitakunda, Chattogram","Keshovpur, Kadamrasul, Sunman Textile Road, Sitakunda, Chattogram",031-2780523,031-2780524,ndmlctg@yahoo.com,,"Corrugated Carton, Back Board, Neck Board, Tissue Paper, Printed Poly Bag.",https://www.bgapmea.org/index.php/member/member_details/506
Naima Printing & Packaging Ltd.,1627,Active,"Munshi A.K. Azad , Managing Director","12/B, B.A.S. Tower (4th Floor), Purana Paltan Lane, Dhaka-1000.","Holding # 854/1, Sadhapur, Main Road-02, Namaganda, Savar, Dhaka",01712709251,,naimapackaging@gmail.com,,"Carton, Top & Bottom, Back Board, Neck Board, Photo Card, Hang tag, Size Tag, Price Tag, Barcode Tag, Box",https://www.bgapmea.org/index.php/member/member_details/1284
Euro Tex International Thread & Accessories,1191,Active,"Abdur Rahaman, Proprietor","Holding # 106/1, Ward # 51, Sataish Modhapara, Sataish, Tongi, Gazipur","Holding # 106/1, Ward # 51, Sataish Modhapara, Sataish, Tongi, Gazipur","01712939230, 01819675022, 01917072122",,"rahmanbarisal@yahoo.com, eurotex1@hotmail.com",,"Elastic/Non-Elastic, Sewing Thread, Twill Tape.",https://www.bgapmea.org/index.php/member/member_details/209
